station_observations
ONE_DAY_PRECIPITATION, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, -25.7, None, 2017-12-31 00:00:00, 17.0, -12.7
